CNAE;Ano;Quantidade total
Comércio varejista de fogos de artifício e artigos pirotécnicos;2012;9
Comércio varejista de gás liqüefeito de petróleo (GLP);2012;198
Comércio varejista de hortifrutigranjeiros;2012;255
Comércio varejista de jornais e revistas;2012;72
Comércio varejista de laticínios e frios;2012;160
Comércio varejista de livros;2012;93
Comércio varejista de lubrificantes;2012;42
Comércio varejista de madeira e artefatos;2012;166
Comércio varejista de materiais de construção em geral;2012;679
Comércio varejista de materiais de construção não especificados anteriormente;2012;595
Comércio varejista de materiais hidráulicos;2012;47
Comércio varejista de material elétrico;2012;239
Comércio varejista de medicamentos veterinários;2012;22
Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;2012;7
Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;2012;1199
Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2012;152
Comércio varejista de mercadorias em lojas de conveniência;2012;11
Comércio varejista de móveis;2012;404
Comércio varejista de objetos de arte;2012;14
Comércio varejista de outros artigos de uso doméstico não especificados anteriormente;2012;313
Comércio varejista de outros artigos usados;2012;105
Comércio varejista de outros produtos não especificados anteriormente;2012;1070
Comércio varejista de pedras para revestimento;2012;25
Comércio varejista de plantas e flores naturais;2012;173
Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;2012;521
Comércio varejista de produtos farmacêuticos homeopáticos;2012;6
Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas;2012;38
Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;2012;356
Comércio varejista de produtos saneantes domissanitários;2012;184
Comércio varejista de suvenires, bijuterias e artesanatos;2012;365
Comércio varejista de tecidos;2012;69
Comércio varejista de tintas e materiais para pintura;2012;169
Comércio varejista de vidros;2012;163
Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;2012;226
Comércio varejista especializado de equipamentos de telefonia e comunicação;2012;239
Comércio varejista especializado de equipamentos e suprimentos de informática;2012;699
Comércio varejista especializado de instrumentos musicais e acessórios;2012;46
Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação;2012;141
Comissaria de despachos;2012;9
Compra e venda de imóveis próprios;2012;98
Concessionárias de rodovias, pontes, túneis e serviços relacionados;2012;1
Condomínios residenciais para idosos;2012;2
Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida;2012;1019
Confecção de roupas íntimas;2012;75
Confecção de roupas profissionais, exceto sob medida;2012;34
Confecção, sob medida, de peças do vestuário, exceto roupas íntimas;2012;638
Confecção, sob medida, de roupas profissionais;2012;12
Conservação de florestas nativas;2012;1
Construção de edifícios;2012;369
Construção de embarcações para esporte e lazer;2012;3
Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte;2012;1
Construção de estações e redes de distribuição de energia elétrica;2012;2
Construção de estações e redes de telecomunicações;2012;7
Construção de instalações esportivas e recreativas;2012;2
Construção de obras-de-arte especiais;2012;2
Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;2012;4
Construção de rodovias e ferrovias;2012;9
Consultoria em publicidade;2012;7
Consultoria em tecnologia da informação;2012;124
Cooperativas de crédito mútuo;2012;8
Correspondentes de instituições financeiras;2012;3
Corretagem na compra e venda e avaliação de imóveis;2012;73
Corretagem no aluguel de imóveis;2012;77
Corretoras de contratos de mercadorias;2012;1
Corretores e agentes de seguros, de planos de previdência complementar e de saúde;2012;286
Criação de animais de estimação;2012;16
Criação de asininos e muares;2012;1
Criação de aves, exceto galináceos;2012;3
Criação de bovinos para corte;2012;28
Criação de bovinos para leite;2012;30
Criação de bovinos, exceto para corte e leite;2012;5
Criação de caprinos;2012;1
Criação de eqüinos;2012;13
Criação de estandes para feiras e exposições;2012;2
Criação de frangos para corte;2012;1
Criação de outros animais não especificados anteriormente;2012;4
Criação de ovinos, inclusive para produção de lã;2012;4
Criação de peixes em água doce;2012;6
Criação de peixes ornamentais em água doce;2012;2
Cultivo de banana;2012;3
Cultivo de batata-inglesa;2012;1
Cultivo de café;2012;1
Cultivo de cana-de-açúcar;2012;1
Cultivo de cítricos, exceto laranja;2012;2
Cultivo de eucalipto;2012;37
Cultivo de flores e plantas ornamentais;2012;59
Cultivo de frutas de lavoura permanente não especificadas anteriormente;2012;12
Cultivo de laranja;2012;3
Cultivo de mandioca;2012;2
Cultivo de milho;2012;16
Cultivo de morango;2012;4
Cultivo de mudas em viveiros florestais;2012;1
Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente;2012;3
Cultivo de outras plantas de lavoura permanente não especificadas anteriormente;2012;4
Cultivo de outras plantas de lavoura temporária não especificadas anteriormente;2012;6
Cultivo de pêssego;2012;4
Cultivo de pinus;2012;2
Cultivo de trigo;2012;1
Cultivo de uva;2012;3
Cursos de pilotagem;2012;1
Cursos preparatórios para concursos;2012;32
Curtimento e outras preparações de couro;2012;1
Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal;2012;11
Demolição de edifícios e outras estruturas;2012;8
Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;2012;10
Descontaminação e outros serviços de gestão de resíduos;2012;1
Desenvolvimento de programas de computador sob encomenda;2012;184
Desenvolvimento e licenciamento de programas de computador customizáveis;2012;21
Desenvolvimento e licenciamento de programas de computador não-customizáveis;2012;30
Design de interiores;2012;10
Discotecas, danceterias, salões de dança e similares;2012;6
Distribuição cinematográfica, de vídeo e de programas de televisão;2012;1
Distribuição de água por caminhões;2012;14
Edição de cadastros, listas e outros produtos gráficos;2012;63
Edição de jornais diários;2012;55
Edição de livros;2012;46
Edição de revistas;2012;66
Edição integrada à impressão de cadastros, listas e outros produtos gráficos;2012;38
Edição integrada à impressão de jornais diários;2012;3
Edição integrada à impressão de livros;2012;10
Educação infantil - creche;2012;38
Educação infantil - pré-escola;2012;193
Educação profissional de nível técnico;2012;17
Educação superior - graduação e pós-graduação;2012;1
Educação superior - graduação;2012;4
Educação superior - pós-graduação e extensão;2012;1
Emissão de vales-alimentação, vales-transporte e similares;2012;2
Ensino de arte e cultura não especificado anteriormente;2012;46
Ensino de artes cênicas, exceto dança;2012;5
Ensino de dança;2012;9
Ensino de esportes;2012;21
Ensino de idiomas;2012;123
Ensino de música;2012;70
Ensino fundamental;2012;107
Ensino médio;2012;20
Envasamento e empacotamento sob contrato;2012;32
Estacionamento de veículos;2012;206
Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário;2012;55
Estúdios cinematográficos;2012;3
Exploração de jogos de sinuca, bilhar e similares;2012;1
Exploração de jogos eletrônicos recreativos;2012;24
Extração de areia, cascalho ou pedregulho e beneficiamento associado;2012;5
Extração de argila e beneficiamento associado;2012;1
Extração de madeira em florestas plantadas;2012;3
Extração de minerais radioativos;2012;1
Extração de outros minerais não-metálicos não especificados anteriormente;2012;3
Extração e britamento de pedras e outros materiais para construção e beneficiamento associado;2012;8
Fabricação de abrasivos;2012;3
Fabricação de absorventes higiênicos;2012;2
Fabricação de acessórios do vestuário, exceto para segurança e proteção;2012;17
Fabricação de adesivos e selantes;2012;6
Fabricação de aditivos de uso industrial;2012;19
Fabricação de adubos e fertilizantes, exceto organo-minerais;2012;4
Fabricação de aeronaves;2012;1
Fabricação de aguardente de cana-de-açúcar;2012;1
Fabricação de águas envasadas;2012;5
Fabricação de alimentos e pratos prontos;2012;27
Fabricação de alimentos para animais;2012;1
Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;2012;13
Fabricação de aparelhos e equipamentos de medida, teste e controle;2012;16
Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;2012;20
Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda;2012;2
Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios;2012;1
Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios;2012;2
Fabricação de armas de fogo, outras armas e munições;2012;1
Fabricação de artefatos de borracha não especificados anteriormente;2012;73
Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos;2012;15
Fabricação de artefatos de cimento para uso na construção;2012;75
Fabricação de artefatos de cordoaria;2012;3
Fabricação de artefatos de couro não especificados anteriormente;2012;22
Fabricação de artefatos de fibrocimento para uso na construção;2012;1
Fabricação de artefatos de joalheria e ourivesaria;2012;11
Fabricação de artefatos de material plástico para outros usos não especificados anteriormente;2012;136
Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios;2012;5
Fabricação de artefatos de material plástico para uso pessoal e doméstico;2012;61
Fabricação de artefatos de material plástico para usos industriais;2012;49
Fabricação de artefatos de tanoaria e de embalagens de madeira;2012;17
Fabricação de artefatos de tapeçaria;2012;71
